# 词	编码	人工权重	分类	类型	实体	来源	核对日期
移动代理	yi dong dai li	15	前端与应用	term	移动代理	thuocl-it	2026-09-17
移动代码	yi dong dai ma	15	前端与应用	term	移动代码	thuocl-it	2026-09-17
移动优先	yi dong you xian	15	前端与应用	term	移动优先	thuocl-it	2026-09-17
移动信息化	yi dong xin xi hua	15	前端与应用	term	移动信息化	thuocl-it	2026-09-17
移动前端	yi dong qian duan	15	前端与应用	term	移动前端	thuocl-it	2026-09-17
移动前端框架	yi dong qian duan kuang jia	15	前端与应用	term	移动前端框架	thuocl-it	2026-09-17
移动办公	yi dong ban gong	15	前端与应用	term	移动办公	thuocl-it	2026-09-17
移动医疗	yi dong yi liao	15	前端与应用	term	移动医疗	thuocl-it	2026-09-17
移动客户端	yi dong ke hu duan	15	前端与应用	term	移动客户端	thuocl-it	2026-09-17
移动平台	yi dong ping tai	15	前端与应用	term	移动平台	thuocl-it	2026-09-17
移动平台开发	yi dong ping tai kai fa	15	前端与应用	term	移动平台开发	thuocl-it	2026-09-17
移动广告	yi dong guang gao	15	前端与应用	term	移动广告	thuocl-it	2026-09-17
移动广告平台	yi dong guang gao ping tai	15	前端与应用	term	移动广告平台	thuocl-it	2026-09-17
移动应用开发	yi dong ying yong kai fa	15	前端与应用	term	移动应用开发	thuocl-it	2026-09-17
移动应用测试	yi dong ying yong ce shi	15	前端与应用	term	移动应用测试	thuocl-it	2026-09-17
移动开发	yi dong kai fa	15	前端与应用	term	移动开发	thuocl-it	2026-09-17
移动开发工具	yi dong kai fa gong ju	15	前端与应用	term	移动开发工具	thuocl-it	2026-09-17
移动开发技术	yi dong kai fa ji shu	15	前端与应用	term	移动开发技术	thuocl-it	2026-09-17
移动开发框架	yi dong kai fa kuang jia	15	前端与应用	term	移动开发框架	thuocl-it	2026-09-17
移动开发者	yi dong kai fa zhe	15	前端与应用	term	移动开发者	thuocl-it	2026-09-17
移动技术	yi dong ji shu	15	前端与应用	term	移动技术	thuocl-it	2026-09-17
移动控件	yi dong kong jian	15	前端与应用	term	移动控件	thuocl-it	2026-09-17
移动搜索	yi dong sou suo	15	前端与应用	term	移动搜索	thuocl-it	2026-09-17
移动操作系统	yi dong cao zuo xi tong	15	前端与应用	term	移动操作系统	thuocl-it	2026-09-17
移动智能电视	yi dong zhi neng dian shi	15	前端与应用	term	移动智能电视	thuocl-it	2026-09-17
移动智能终端	yi dong zhi neng zhong duan	15	前端与应用	term	移动智能终端	thuocl-it	2026-09-17
移动机器人	yi dong ji qi ren	15	前端与应用	term	移动机器人	thuocl-it	2026-09-17
移动架构	yi dong jia gou	15	前端与应用	term	移动架构	thuocl-it	2026-09-17
移动测试	yi dong ce shi	15	前端与应用	term	移动测试	thuocl-it	2026-09-17
移动浏览器	yi dong liu lan qi	15	前端与应用	term	移动浏览器	thuocl-it	2026-09-17
移动游戏	yi dong you xi	15	前端与应用	term	移动游戏	thuocl-it	2026-09-17
移动游戏开发	yi dong you xi kai fa	15	前端与应用	term	移动游戏开发	thuocl-it	2026-09-17
移动电子商务	yi dong dian zi shang wu	15	前端与应用	term	移动电子商务	thuocl-it	2026-09-17
移动社交	yi dong she jiao	15	前端与应用	term	移动社交	thuocl-it	2026-09-17
移动窗体	yi dong chuang ti	15	前端与应用	term	移动窗体	thuocl-it	2026-09-17
移动窗口	yi dong chuang kou	15	前端与应用	term	移动窗口	thuocl-it	2026-09-17
移动端开发	yi dong duan kai fa	15	前端与应用	term	移动端开发	thuocl-it	2026-09-17
移动类	yi dong lei	15	前端与应用	term	移动类	thuocl-it	2026-09-17
移动终端	yi dong zhong duan	15	前端与应用	term	移动终端	thuocl-it	2026-09-17
移动网页	yi dong wang ye	15	前端与应用	term	移动网页	thuocl-it	2026-09-17
移动营销	yi dong ying xiao	15	前端与应用	term	移动营销	thuocl-it	2026-09-17
移动视频	yi dong shi pin	15	前端与应用	term	移动视频	thuocl-it	2026-09-17
移动计算	yi dong ji suan	15	前端与应用	term	移动计算	thuocl-it	2026-09-17
移动计算机	yi dong ji suan ji	15	前端与应用	term	移动计算机	thuocl-it	2026-09-17
移动设计	yi dong she ji	15	前端与应用	term	移动设计	thuocl-it	2026-09-17
移动语义	yi dong yu yi	15	前端与应用	term	移动语义	thuocl-it	2026-09-17
移动镜头	yi dong jing tou	15	前端与应用	term	移动镜头	thuocl-it	2026-09-17
移动飞信	yi dong fei xin	15	前端与应用	term	移动飞信	thuocl-it	2026-09-17
窗口句柄	chuang kou ju bing	15	前端与应用	term	窗口句柄	thuocl-it	2026-09-17
窗口大小	chuang kou da xiao	15	前端与应用	term	窗口大小	thuocl-it	2026-09-17
窗口构件	chuang kou gou jian	15	前端与应用	term	窗口构件	thuocl-it	2026-09-17
窗口标题	chuang kou biao ti	15	前端与应用	term	窗口标题	thuocl-it	2026-09-17
窗口程序集	chuang kou cheng xu ji	15	前端与应用	term	窗口程序集	thuocl-it	2026-09-17
窗口组件	chuang kou zu jian	15	前端与应用	term	窗口组件	thuocl-it	2026-09-17
端口冲突	duan kou chong tu	15	网络与安全	term	端口冲突	thuocl-it	2026-09-17
端口占用	duan kou zhan yong	15	网络与安全	term	端口占用	thuocl-it	2026-09-17
端口号	duan kou hao	15	网络与安全	term	端口号	thuocl-it	2026-09-17
端口扫描	duan kou sao miao	15	网络与安全	term	端口扫描	thuocl-it	2026-09-17
端口转发	duan kou zhuan fa	15	网络与安全	term	端口转发	thuocl-it	2026-09-17
签名打包	qian ming da bao	15	网络与安全	term	签名打包	thuocl-it	2026-09-17
签名文件	qian ming wen jian	15	网络与安全	term	签名文件	thuocl-it	2026-09-17
签名算法	qian ming suan fa	15	网络与安全	term	签名算法	thuocl-it	2026-09-17
签名错误	qian ming cuo wu	15	网络与安全	term	签名错误	thuocl-it	2026-09-17
签名验证	qian ming yan zheng	15	网络与安全	term	签名验证	thuocl-it	2026-09-17
类加载	lei jia zai	15	语言与架构	term	类加载	thuocl-it	2026-09-17
类加载器	lei jia zai qi	15	语言与架构	term	类加载器	thuocl-it	2026-09-17
类加载机制	lei jia zai ji zhi	15	语言与架构	term	类加载机制	thuocl-it	2026-09-17
类型参数	lei xing can shu	15	语言与架构	term	类型参数	thuocl-it	2026-09-17
类型参数列表	lei xing can shu lie biao	15	语言与架构	term	类型参数列表	thuocl-it	2026-09-17
类型变量	lei xing bian liang	15	语言与架构	term	类型变量	thuocl-it	2026-09-17
类型域	lei xing yu	15	语言与架构	term	类型域	thuocl-it	2026-09-17
类型安全	lei xing an quan	15	语言与架构	term	类型安全	thuocl-it	2026-09-17
类型实参	lei xing shi can	15	语言与架构	term	类型实参	thuocl-it	2026-09-17
类型形参	lei xing xing can	15	语言与架构	term	类型形参	thuocl-it	2026-09-17
类型推断	lei xing tui duan	15	语言与架构	term	类型推断	thuocl-it	2026-09-17
类型推理	lei xing tui li	15	语言与架构	term	类型推理	thuocl-it	2026-09-17
类型擦除	lei xing ca chu	15	语言与架构	term	类型擦除	thuocl-it	2026-09-17
类型系统	lei xing xi tong	15	语言与架构	term	类型系统	thuocl-it	2026-09-17
类型约束	lei xing yue shu	15	语言与架构	term	类型约束	thuocl-it	2026-09-17
类型论	lei xing lun	15	语言与架构	term	类型论	thuocl-it	2026-09-17
类型转化	lei xing zhuan hua	15	语言与架构	term	类型转化	thuocl-it	2026-09-17
类型转换	lei xing zhuan huan	15	语言与架构	term	类型转换	thuocl-it	2026-09-17
系统调用	xi tong diao yong	15	系统与并发	term	系统调用	thuocl-it	2026-09-17
索引优化	suo yin you hua	15	数据与存储	term	索引优化	thuocl-it	2026-09-17
索引器	suo yin qi	15	数据与存储	term	索引器	thuocl-it	2026-09-17
索引图像	suo yin tu xiang	15	数据与存储	term	索引图像	thuocl-it	2026-09-17
索引查找	suo yin cha zhao	15	数据与存储	term	索引查找	thuocl-it	2026-09-17
索引标志	suo yin biao zhi	15	数据与存储	term	索引标志	thuocl-it	2026-09-17
线程中断	xian cheng zhong duan	15	系统与并发	term	线程中断	thuocl-it	2026-09-17
线程优先级	xian cheng you xian ji	15	系统与并发	term	线程优先级	thuocl-it	2026-09-17
线程创建	xian cheng chuang jian	15	系统与并发	term	线程创建	thuocl-it	2026-09-17
线程协作	xian cheng xie zuo	15	系统与并发	term	线程协作	thuocl-it	2026-09-17
线程同步	xian cheng tong bu	15	系统与并发	term	线程同步	thuocl-it	2026-09-17
线程安全	xian cheng an quan	15	系统与并发	term	线程安全	thuocl-it	2026-09-17
线程并发	xian cheng bing fa	15	系统与并发	term	线程并发	thuocl-it	2026-09-17
线程控制块	xian cheng kong zhi kuai	15	系统与并发	term	线程控制块	thuocl-it	2026-09-17
线程模型	xian cheng mo xing	15	系统与并发	term	线程模型	thuocl-it	2026-09-17
线程死锁	xian cheng si suo	15	系统与并发	term	线程死锁	thuocl-it	2026-09-17
线程状态	xian cheng zhuang tai	15	系统与并发	term	线程状态	thuocl-it	2026-09-17
线程管理	xian cheng guan li	15	系统与并发	term	线程管理	thuocl-it	2026-09-17
线程组	xian cheng zu	15	系统与并发	term	线程组	thuocl-it	2026-09-17
线程结构	xian cheng jie gou	15	系统与并发	term	线程结构	thuocl-it	2026-09-17
线程编程	xian cheng bian cheng	15	系统与并发	term	线程编程	thuocl-it	2026-09-17
线程调度	xian cheng diao du	15	系统与并发	term	线程调度	thuocl-it	2026-09-17
线程通信	xian cheng tong xin	15	系统与并发	term	线程通信	thuocl-it	2026-09-17
线程锁	xian cheng suo	15	系统与并发	term	线程锁	thuocl-it	2026-09-17
线程间的通信	xian cheng jian de tong xin	15	系统与并发	term	线程间的通信	thuocl-it	2026-09-17
线程间通信	xian cheng jian tong xin	15	系统与并发	term	线程间通信	thuocl-it	2026-09-17
组件化	zu jian hua	15	语言与架构	term	组件化	thuocl-it	2026-09-17
组件对象模型	zu jian dui xiang mo xing	15	语言与架构	term	组件对象模型	thuocl-it	2026-09-17
组件开发	zu jian kai fa	15	语言与架构	term	组件开发	thuocl-it	2026-09-17
组件栏	zu jian lan	15	语言与架构	term	组件栏	thuocl-it	2026-09-17
组件类库	zu jian lei ku	15	语言与架构	term	组件类库	thuocl-it	2026-09-17
组合博弈	zu he bo yi	15	语言与架构	term	组合博弈	thuocl-it	2026-09-17
组合学	zu he xue	15	语言与架构	term	组合学	thuocl-it	2026-09-17
组合控件	zu he kong jian	15	语言与架构	term	组合控件	thuocl-it	2026-09-17
组合数	zu he shu	15	语言与架构	term	组合数	thuocl-it	2026-09-17
组合数取模	zu he shu qu mo	15	语言与架构	term	组合数取模	thuocl-it	2026-09-17
组合数学	zu he shu xue	15	语言与架构	term	组合数学	thuocl-it	2026-09-17
组合查询	zu he cha xun	15	语言与架构	term	组合查询	thuocl-it	2026-09-17
组合框	zu he kuang	15	语言与架构	term	组合框	thuocl-it	2026-09-17
组合游戏	zu he you xi	15	语言与架构	term	组合游戏	thuocl-it	2026-09-17
组合策略	zu he ce lve	15	语言与架构	term	组合策略	thuocl-it	2026-09-17
组合行为	zu he xing wei	15	语言与架构	term	组合行为	thuocl-it	2026-09-17
组合计数	zu he ji shu	15	语言与架构	term	组合计数	thuocl-it	2026-09-17
组合逻辑	zu he luo ji	15	语言与架构	term	组合逻辑	thuocl-it	2026-09-17
组合逻辑电路	zu he luo ji dian lu	15	语言与架构	term	组合逻辑电路	thuocl-it	2026-09-17
结构体对齐	jie gou ti dui qi	15	语言与架构	term	结构体对齐	thuocl-it	2026-09-17
结构体指针	jie gou ti zhi zhen	15	语言与架构	term	结构体指针	thuocl-it	2026-09-17
结构体排序	jie gou ti pai xu	15	语言与架构	term	结构体排序	thuocl-it	2026-09-17
结构体数组	jie gou ti shu zu	15	语言与架构	term	结构体数组	thuocl-it	2026-09-17
绘制图形	hui zhi tu xing	15	前端与应用	term	绘制图形	thuocl-it	2026-09-17
继承关系	ji cheng guan xi	15	语言与架构	term	继承关系	thuocl-it	2026-09-17
继承方式	ji cheng fang shi	15	语言与架构	term	继承方式	thuocl-it	2026-09-17
继承映射	ji cheng ying she	15	语言与架构	term	继承映射	thuocl-it	2026-09-17
继承父类成员	ji cheng fu lei cheng yuan	15	语言与架构	term	继承父类成员	thuocl-it	2026-09-17
缓冲区分配	huan chong qu fen pei	15	系统与并发	term	缓冲区分配	thuocl-it	2026-09-17
缓冲区溢出	huan chong qu yi chu	15	系统与并发	term	缓冲区溢出	thuocl-it	2026-09-17
缓冲区管理	huan chong qu guan li	15	系统与并发	term	缓冲区管理	thuocl-it	2026-09-17
缓冲存储器	huan chong cun chu qi	15	系统与并发	term	缓冲存储器	thuocl-it	2026-09-17
缓冲寄存器	huan chong ji cun qi	15	系统与并发	term	缓冲寄存器	thuocl-it	2026-09-17
缓冲技术	huan chong ji shu	15	系统与并发	term	缓冲技术	thuocl-it	2026-09-17
缓冲池	huan chong chi	15	系统与并发	term	缓冲池	thuocl-it	2026-09-17
缓冲流	huan chong liu	15	系统与并发	term	缓冲流	thuocl-it	2026-09-17
缓冲装置	huan chong zhuang zhi	15	系统与并发	term	缓冲装置	thuocl-it	2026-09-17
缓存文件	huan cun wen jian	15	数据与存储	term	缓存文件	thuocl-it	2026-09-17
缓存服务器	huan cun fu wu qi	15	数据与存储	term	缓存服务器	thuocl-it	2026-09-17
缓存机制	huan cun ji zhi	15	数据与存储	term	缓存机制	thuocl-it	2026-09-17
缓存框架	huan cun kuang jia	15	数据与存储	term	缓存框架	thuocl-it	2026-09-17
缓存策略	huan cun ce lve	15	数据与存储	term	缓存策略	thuocl-it	2026-09-17
缓存系统	huan cun xi tong	15	数据与存储	term	缓存系统	thuocl-it	2026-09-17
编程之旅	bian cheng zhi lv	15	语言与架构	term	编程之旅	thuocl-it	2026-09-17
编程之法	bian cheng zhi fa	15	语言与架构	term	编程之法	thuocl-it	2026-09-17
编程之美	bian cheng zhi mei	15	语言与架构	term	编程之美	thuocl-it	2026-09-17
编程之道	bian cheng zhi dao	15	语言与架构	term	编程之道	thuocl-it	2026-09-17
编程习惯	bian cheng xi guan	15	语言与架构	term	编程习惯	thuocl-it	2026-09-17
编程习题	bian cheng xi ti	15	语言与架构	term	编程习题	thuocl-it	2026-09-17
编程代码	bian cheng dai ma	15	语言与架构	term	编程代码	thuocl-it	2026-09-17
编程仿真	bian cheng fang zhen	15	语言与架构	term	编程仿真	thuocl-it	2026-09-17
编程基本功	bian cheng ji ben gong	15	语言与架构	term	编程基本功	thuocl-it	2026-09-17
编程基础知识	bian cheng ji chu zhi shi	15	语言与架构	term	编程基础知识	thuocl-it	2026-09-17
编程实现	bian cheng shi xian	15	语言与架构	term	编程实现	thuocl-it	2026-09-17
编程导论	bian cheng dao lun	15	语言与架构	term	编程导论	thuocl-it	2026-09-17
编程小结	bian cheng xiao jie	15	语言与架构	term	编程小结	thuocl-it	2026-09-17
编程工具	bian cheng gong ju	15	语言与架构	term	编程工具	thuocl-it	2026-09-17
编程应用	bian cheng ying yong	15	语言与架构	term	编程应用	thuocl-it	2026-09-17
编程开发	bian cheng kai fa	15	语言与架构	term	编程开发	thuocl-it	2026-09-17
编程异常	bian cheng yi chang	15	语言与架构	term	编程异常	thuocl-it	2026-09-17
编程思想	bian cheng si xiang	15	语言与架构	term	编程思想	thuocl-it	2026-09-17
编程思路	bian cheng si lu	15	语言与架构	term	编程思路	thuocl-it	2026-09-17
编程感想	bian cheng gan xiang	15	语言与架构	term	编程感想	thuocl-it	2026-09-17
编程技术	bian cheng ji shu	15	语言与架构	term	编程技术	thuocl-it	2026-09-17
编程指南	bian cheng zhi nan	15	语言与架构	term	编程指南	thuocl-it	2026-09-17
编程挑战	bian cheng tiao zhan	15	语言与架构	term	编程挑战	thuocl-it	2026-09-17
编程效率	bian cheng xiao lv	15	语言与架构	term	编程效率	thuocl-it	2026-09-17
编程教学	bian cheng jiao xue	15	语言与架构	term	编程教学	thuocl-it	2026-09-17
编程新手	bian cheng xin shou	15	语言与架构	term	编程新手	thuocl-it	2026-09-17
编程方法	bian cheng fang fa	15	语言与架构	term	编程方法	thuocl-it	2026-09-17
编程服务	bian cheng fu wu	15	语言与架构	term	编程服务	thuocl-it	2026-09-17
编程框架	bian cheng kuang jia	15	语言与架构	term	编程框架	thuocl-it	2026-09-17
编程源代码	bian cheng yuan dai ma	15	语言与架构	term	编程源代码	thuocl-it	2026-09-17
编程环境	bian cheng huan jing	15	语言与架构	term	编程环境	thuocl-it	2026-09-17
编程环境配置	bian cheng huan jing pei zhi	15	语言与架构	term	编程环境配置	thuocl-it	2026-09-17
编程珠玑	bian cheng zhu ji	15	语言与架构	term	编程珠玑	thuocl-it	2026-09-17
编程理论	bian cheng li lun	15	语言与架构	term	编程理论	thuocl-it	2026-09-17
编程知识	bian cheng zhi shi	15	语言与架构	term	编程知识	thuocl-it	2026-09-17
编程算法	bian cheng suan fa	15	语言与架构	term	编程算法	thuocl-it	2026-09-17
编程类	bian cheng lei	15	语言与架构	term	编程类	thuocl-it	2026-09-17
编程素质	bian cheng su zhi	15	语言与架构	term	编程素质	thuocl-it	2026-09-17
编程细节	bian cheng xi jie	15	语言与架构	term	编程细节	thuocl-it	2026-09-17
