# 词	编码	人工权重	分类	类型	实体	来源	核对日期
熵正则化	shang zheng ze hua	20	强化	term	熵正则化	curated	2026-09-17
爱因斯坦求和	ai yin si tan qiu he	20	数学	term	爱因斯坦求和	curated	2026-09-17
父子分块	fu zi fen kuai	20	检索	term	父子分块	curated	2026-09-17
父文档检索	fu wen dang jian suo	20	检索	term	父文档检索	curated	2026-09-17
版面分析	ban mian fen xi	20	数据	term	版面分析	curated	2026-09-17
版面识别	ban mian shi bie	20	视觉	term	版面识别	curated	2026-09-17
物理仿真	wu li fang zhen	20	强化	term	物理仿真	curated	2026-09-17
物理推理	wu li tui li	20	强化	term	物理推理	curated	2026-09-17
特征一致性	te zheng yi zhi xing	20	工程	term	特征一致性	curated	2026-09-17
特征交互	te zheng jiao hu	20	工程	term	特征交互	curated	2026-09-17
特征值	te zheng zhi	20	数学	term	特征值	curated	2026-09-17
特征值分解	te zheng zhi fen jie	20	数学	term	特征值分解	curated	2026-09-17
特征向量	te zheng xiang liang	20	数学	term	特征向量	curated	2026-09-17
特征存储	te zheng cun chu	20	工程	term	特征存储	curated	2026-09-17
特征学习	te zheng xue xi	20	基础	term	特征学习	curated	2026-09-17
特征工程	te zheng gong cheng	20	工程	term	特征工程	curated	2026-09-17
特征平台	te zheng ping tai	20	工程	term	特征平台	curated	2026-09-17
特征归一化	te zheng gui yi hua	20	工程	term	特征归一化	curated	2026-09-17
特征提取	te zheng ti qu	20	工程	term	特征提取	curated	2026-09-17
特征映射	te zheng ying she	20	教材术语	term	特征映射	d2l	2026-09-17
特征构造	te zheng gou zao	20	工程	term	特征构造	curated	2026-09-17
特征标准化	te zheng biao zhun hua	20	工程	term	特征标准化	curated	2026-09-17
特征漂移	te zheng piao yi	20	工程	term	特征漂移	curated	2026-09-17
特征组合	te zheng zu he	20	工程	term	特征组合	curated	2026-09-17
特征维度	te zheng wei du	20	教材术语	term	特征维度	d2l	2026-09-17
特征编码	te zheng bian ma	20	工程	term	特征编码	curated	2026-09-17
特征缩放	te zheng suo fang	20	工程	term	特征缩放	curated	2026-09-17
特征蒸馏	te zheng zheng liu	20	训练	term	特征蒸馏	curated	2026-09-17
特征选择	te zheng xuan ze	20	工程	term	特征选择	curated	2026-09-17
特征降维	te zheng jiang wei	20	算法	term	特征降维	curated	2026-09-17
特殊词元	te shu ci yuan	20	数据	term	特殊词元	curated	2026-09-17
状态价值	zhuang tai jia zhi	20	强化	term	状态价值	curated	2026-09-17
状态空间	zhuang tai kong jian	20	智能体	term	状态空间	curated	2026-09-17
状态空间模型	zhuang tai kong jian mo xing	20	架构	term	状态空间模型	curated	2026-09-17
状态表示	zhuang tai biao shi	20	强化	term	状态表示	curated	2026-09-17
狄利克雷分布	di li ke lei fen bu	20	数学	term	狄利克雷分布	curated	2026-09-17
独热编码	du re bian ma	20	教材术语	term	独热编码	d2l	2026-09-17
独立同分布假设	du li tong fen bu jia she	20	教材术语	term	独立同分布假设	d2l	2026-09-17
独立成分分析	du li cheng fen fen xi	20	算法	term	独立成分分析	curated	2026-09-17
狭义人工智能	xia yi ren gong zhi neng	20	基础	term	狭义人工智能	curated	2026-09-17
环境交互	huan jing jiao hu	20	强化	term	环境交互	curated	2026-09-17
环境依赖	huan jing yi lai	20	工程	term	环境依赖	curated	2026-09-17
环境反馈	huan jing fan kui	20	智能体	term	环境反馈	curated	2026-09-17
环境声识别	huan jing sheng shi bie	20	语音	term	环境声识别	curated	2026-09-17
环境复现	huan jing fu xian	20	工程	term	环境复现	curated	2026-09-17
环境建模	huan jing jian mo	20	强化	term	环境建模	curated	2026-09-17
环境模拟	huan jing mo ni	20	强化	term	环境模拟	curated	2026-09-17
环境状态	huan jing zhuang tai	20	智能体	term	环境状态	curated	2026-09-17
现实到仿真	xian shi dao fang zhen	20	强化	term	现实到仿真	curated	2026-09-17
瓦瑟斯坦距离	wa se si tan ju li	20	数学	term	瓦瑟斯坦距离	curated	2026-09-17
生成内容检测	sheng cheng nei rong jian ce	20	安全	term	生成内容检测	curated	2026-09-17
生成对抗性网络	sheng cheng dui kang xing wang luo	20	教材术语	term	生成对抗性网络	d2l	2026-09-17
生成对抗网络	sheng cheng dui kang wang luo	20	架构	term	生成对抗网络	curated	2026-09-17
生成式人工智能	sheng cheng shi ren gong zhi neng	20	基础	term	生成式人工智能	curated	2026-09-17
生成水印	sheng cheng shui yin	20	视觉	term	生成水印	curated	2026-09-17
生成质量	sheng cheng zhi liang	20	提示	term	生成质量	curated	2026-09-17
生成速度	sheng cheng su du	20	提示	term	生成速度	curated	2026-09-17
生成长度	sheng cheng zhang du	20	提示	term	生成长度	curated	2026-09-17
用户提示	yong hu ti shi	20	提示	term	用户提示	curated	2026-09-17
用量统计	yong liang tong ji	20	工程	term	用量统计	curated	2026-09-17
用量限额	yong liang xian e	20	工程	term	用量限额	curated	2026-09-17
电子显微镜图像分割	dian zi xian wei jing tu xiang fen ge	20	专项任务	term	电子显微镜图像分割	glossary	2026-09-17
留一验证	liu yi yan zheng	20	数据	term	留一验证	curated	2026-09-17
留出集	liu chu ji	20	数据	term	留出集	curated	2026-09-17
疼痛强度回归预测	teng tong qiang du hui gui yu ce	20	专项任务	term	疼痛强度回归预测	glossary	2026-09-17
疾病检测	ji bing jian ce	20	专项任务	term	疾病检测	glossary	2026-09-17
疾病轨迹预测	ji bing gui ji yu ce	20	专项任务	term	疾病轨迹预测	glossary	2026-09-17
病变分割	bing bian fen ge	20	专项任务	term	病变分割	glossary	2026-09-17
皮肤癌分割	pi fu ai fen ge	20	专项任务	term	皮肤癌分割	glossary	2026-09-17
监督学习	jian du xue xi	20	基础	term	监督学习	curated	2026-09-17
监督微调	jian du wei tiao	20	训练	term	监督微调	curated	2026-09-17
目标函数	mu biao han shu	20	数学	term	目标函数	curated	2026-09-17
目标分布	mu biao fen bu	20	教材术语	term	目标分布	d2l	2026-09-17
目标定位	mu biao ding wei	20	视觉	term	目标定位	curated	2026-09-17
目标对齐	mu biao dui qi	20	安全	term	目标对齐	curated	2026-09-17
目标数据集	mu biao shu ju ji	20	教材术语	term	目标数据集	d2l	2026-09-17
目标检测	mu biao jian ce	20	视觉	term	目标检测	curated	2026-09-17
目标模型	mu biao mo xing	20	教材术语	term	目标模型	d2l	2026-09-17
目标策略	mu biao ce lve	20	强化	term	目标策略	curated	2026-09-17
目标网络	mu biao wang luo	20	强化	term	目标网络	curated	2026-09-17
目标识别	mu biao shi bie	20	教材术语	term	目标识别	d2l	2026-09-17
目标语言	mu biao yu yan	20	教材术语	term	目标语言	d2l	2026-09-17
目标跟踪	mu biao gen zong	20	视觉	term	目标跟踪	curated	2026-09-17
盲评	mang ping	20	评估	term	盲评	curated	2026-09-17
直接偏好优化	zhi jie pian hao you hua	20	训练	term	直接偏好优化	curated	2026-09-17
直接提示注入	zhi jie ti shi zhu ru	20	安全	term	直接提示注入	curated	2026-09-17
相似度搜索	xiang si du sou suo	20	检索	term	相似度搜索	curated	2026-09-17
相关性	xiang guan xing	20	评估	term	相关性	curated	2026-09-17
相关性判断	xiang guan xing pan duan	20	检索	term	相关性判断	curated	2026-09-17
相关性评分	xiang guan xing ping fen	20	检索	term	相关性评分	curated	2026-09-17
相关矩阵	xiang guan ju zhen	20	数学	term	相关矩阵	curated	2026-09-17
相关系数	xiang guan xi shu	20	数学	term	相关系数	curated	2026-09-17
相对位置编码	xiang dui wei zhi bian ma	20	架构	term	相对位置编码	curated	2026-09-17
相对熵	xiang dui shang	20	数学	term	相对熵	curated	2026-09-17
真实数据	zhen shi shu ju	20	数据	term	真实数据	curated	2026-09-17
真实风险	zhen shi feng xian	20	教材术语	term	真实风险	d2l	2026-09-17
真阳性	zhen yang xing	20	评估	term	真阳性	curated	2026-09-17
真阴性	zhen yin xing	20	评估	term	真阴性	curated	2026-09-17
睡眠呼吸暂停检测	shui mian hu xi zan ting jian ce	20	专项任务	term	睡眠呼吸暂停检测	glossary	2026-09-17
睡眠唤醒检测	shui mian huan xing jian ce	20	专项任务	term	睡眠唤醒检测	glossary	2026-09-17
睡眠质量预测	shui mian zhi liang yu ce	20	专项任务	term	睡眠质量预测	glossary	2026-09-17
睡眠阶段检测	shui mian jie duan jian ce	20	专项任务	term	睡眠阶段检测	glossary	2026-09-17
矢量图形动画	shi liang tu xing dong hua	20	专项任务	term	矢量图形动画	glossary	2026-09-17
知识冲突	zhi shi chong tu	20	检索	term	知识冲突	curated	2026-09-17
知识图谱	zhi shi tu pu	20	检索	term	知识图谱	curated	2026-09-17
知识图谱嵌入	zhi shi tu pu qian ru	20	专项任务	term	知识图谱嵌入	glossary	2026-09-17
知识图谱补全	zhi shi tu pu bu quan	20	专项任务	term	知识图谱补全	glossary	2026-09-17
知识幻觉	zhi shi huan jue	20	评估	term	知识幻觉	curated	2026-09-17
知识库	zhi shi ku	20	检索	term	知识库	curated	2026-09-17
知识库投毒	zhi shi ku tou du	20	安全	term	知识库投毒	curated	2026-09-17
知识库更新	zhi shi ku geng xin	20	检索	term	知识库更新	curated	2026-09-17
知识库构建	zhi shi ku gou jian	20	检索	term	知识库构建	curated	2026-09-17
知识库问答	zhi shi ku wen da	20	检索	term	知识库问答	curated	2026-09-17
知识推理	zhi shi tui li	20	基础	term	知识推理	curated	2026-09-17
知识更新	zhi shi geng xin	20	检索	term	知识更新	curated	2026-09-17
知识注入	zhi shi zhu ru	20	检索	term	知识注入	curated	2026-09-17
知识编辑	zhi shi bian ji	20	检索	term	知识编辑	curated	2026-09-17
知识蒸馏	zhi shi zheng liu	20	训练	term	知识蒸馏	curated	2026-09-17
知识融合	zhi shi rong he	20	检索	term	知识融合	curated	2026-09-17
知识边界	zhi shi bian jie	20	评估	term	知识边界	curated	2026-09-17
矩阵分解	ju zhen fen jie	20	数学	term	矩阵分解	curated	2026-09-17
矩阵分解推荐	ju zhen fen jie tui jian	20	算法	term	矩阵分解推荐	curated	2026-09-17
矩阵求导	ju zhen qiu dao	20	数学	term	矩阵求导	curated	2026-09-17
矩阵秩	ju zhen zhi	20	数学	term	矩阵秩	curated	2026-09-17
矩阵范数	ju zhen fan shu	20	数学	term	矩阵范数	curated	2026-09-17
矩阵补全	ju zhen bu quan	20	算法	term	矩阵补全	curated	2026-09-17
矩阵迹	ju zhen ji	20	数学	term	矩阵迹	curated	2026-09-17
短时傅里叶变换	duan shi fu li ye bian huan	20	语音	term	短时傅里叶变换	curated	2026-09-17
短期记忆	duan qi ji yi	20	智能体	term	短期记忆	curated	2026-09-17
研究智能体	yan jiu zhi neng ti	20	智能体	term	研究智能体	curated	2026-09-17
硬投票	ying tou piao	20	算法	term	硬投票	curated	2026-09-17
硬盘驱动器	ying pan qu dong qi	20	教材术语	term	硬盘驱动器	d2l	2026-09-17
确定性策略	que ding xing ce lve	20	强化	term	确定性策略	curated	2026-09-17
社区检测	she qu jian ce	20	专项任务	term	社区检测	glossary	2026-09-17
神经元	shen jing yuan	20	架构	term	神经元	curated	2026-09-17
神经声码器	shen jing sheng ma qi	20	语音	term	神经声码器	curated	2026-09-17
神经机器翻译	shen jing ji qi fan yi	20	教材术语	term	神经机器翻译	d2l	2026-09-17
神经架构搜索	shen jing jia gou sou suo	20	专项任务	term	神经架构搜索	glossary	2026-09-17
神经渲染	shen jing xuan ran	20	视觉	term	神经渲染	curated	2026-09-17
神经符号推理	shen jing fu hao tui li	20	基础	term	神经符号推理	curated	2026-09-17
神经符号计算	shen jing fu hao ji suan	20	基础	term	神经符号计算	curated	2026-09-17
神经网络	shen jing wang luo	20	教材术语	term	神经网络	d2l	2026-09-17
神经网络初始化	shen jing wang luo chu shi hua	20	架构	term	神经网络初始化	curated	2026-09-17
神经网络压缩	shen jing wang luo ya suo	20	专项任务	term	神经网络压缩	glossary	2026-09-17
神经辐射场	shen jing fu she chang	20	视觉	term	神经辐射场	curated	2026-09-17
离线学习	li xian xue xi	20	教材术语	term	离线学习	d2l	2026-09-17
离线强化学习	li xian qiang hua xue xi	20	强化	term	离线强化学习	curated	2026-09-17
离线推理	li xian tui li	20	推理	term	离线推理	curated	2026-09-17
离线模式	li xian mo shi	20	工程	term	离线模式	curated	2026-09-17
离线蒸馏	li xian zheng liu	20	训练	term	离线蒸馏	curated	2026-09-17
离线评测	li xian ping ce	20	评估	term	离线评测	curated	2026-09-17
离群点检测	li qun dian jian ce	20	算法	term	离群点检测	curated	2026-09-17
私有化部署	si you hua bu shu	20	工程	term	私有化部署	curated	2026-09-17
科学概念提取	ke xue gai nian ti qu	20	专项任务	term	科学概念提取	glossary	2026-09-17
科学结果提取	ke xue jie guo ti qu	20	专项任务	term	科学结果提取	glossary	2026-09-17
稀疏加速	xi shu jia su	20	推理	term	稀疏加速	curated	2026-09-17
稀疏向量	xi shu xiang liang	20	检索	term	稀疏向量	curated	2026-09-17
稀疏奖励	xi shu jiang li	20	强化	term	稀疏奖励	curated	2026-09-17
稀疏学习	xi shu xue xi	20	专项任务	term	稀疏学习	glossary	2026-09-17
稀疏推理	xi shu tui li	20	推理	term	稀疏推理	curated	2026-09-17
稀疏检索	xi shu jian suo	20	检索	term	稀疏检索	curated	2026-09-17
稀疏模型	xi shu mo xing	20	架构	term	稀疏模型	curated	2026-09-17
稀疏正则化	xi shu zheng ze hua	20	训练	term	稀疏正则化	curated	2026-09-17
稀疏注意力	xi shu zhu yi li	20	架构	term	稀疏注意力	curated	2026-09-17
稀疏混合专家	xi shu hun he zhuan jia	20	架构	term	稀疏混合专家	curated	2026-09-17
稀疏矩阵	xi shu ju zhen	20	数学	term	稀疏矩阵	curated	2026-09-17
稀疏索引	xi shu suo yin	20	检索	term	稀疏索引	curated	2026-09-17
稀疏自编码器	xi shu zi bian ma qi	20	架构	term	稀疏自编码器	curated	2026-09-17
程序性记忆	cheng xu xing ji yi	20	智能体	term	程序性记忆	curated	2026-09-17
稠密向量	chou mi xiang liang	20	检索	term	稠密向量	curated	2026-09-17
稠密块	chou mi kuai	20	教材术语	term	稠密块	d2l	2026-09-17
稠密奖励	chou mi jiang li	20	强化	term	稠密奖励	curated	2026-09-17
稠密层	chou mi ceng	20	教材术语	term	稠密层	d2l	2026-09-17
稠密检索	chou mi jian suo	20	检索	term	稠密检索	curated	2026-09-17
稠密模型	chou mi mo xing	20	架构	term	稠密模型	curated	2026-09-17
稠密索引	chou mi suo yin	20	检索	term	稠密索引	curated	2026-09-17
稠密连接网络	chou mi lian jie wang luo	20	教材术语	term	稠密连接网络	d2l	2026-09-17
稳健估计	wen jian gu ji	20	数学	term	稳健估计	curated	2026-09-17
稳健性	wen jian xing	20	评估	term	稳健性	curated	2026-09-17
穷举搜索	qiong ju sou suo	20	教材术语	term	穷举搜索	d2l	2026-09-17
空洞卷积	kong dong juan ji	20	架构	term	空洞卷积	curated	2026-09-17
空间不变性	kong jian bu bian xing	20	教材术语	term	空间不变性	d2l	2026-09-17
空间推理	kong jian tui li	20	强化	term	空间推理	curated	2026-09-17
空间智能	kong jian zhi neng	20	强化	term	空间智能	curated	2026-09-17
突发读取	tu fa du qu	20	教材术语	term	突发读取	d2l	2026-09-17
突触权重	tu chu quan zhong	20	教材术语	term	突触权重	d2l	2026-09-17
立体深度估计	li ti shen du gu ji	20	专项任务	term	立体深度估计	glossary	2026-09-17
竞争推理	jing zheng tui li	20	智能体	term	竞争推理	curated	2026-09-17
端侧推理	duan ce tui li	20	推理	term	端侧推理	curated	2026-09-17
端侧部署	duan ce bu shu	20	工程	term	端侧部署	curated	2026-09-17
端到端	duan dao duan	20	教材术语	term	端到端	d2l	2026-09-17
端到端延迟	duan dao duan yan chi	20	推理	term	端到端延迟	curated	2026-09-17
端到端语音	duan dao duan yu yin	20	语音	term	端到端语音	curated	2026-09-17
端到端语音识别	duan dao duan yu yin shi bie	20	语音	term	端到端语音识别	curated	2026-09-17
端点检测	duan dian jian ce	20	语音	term	端点检测	curated	2026-09-17
笔划分类	bi hua fen lei	20	专项任务	term	笔划分类	glossary	2026-09-17
符号主义	fu hao zhu yi	20	基础	term	符号主义	curated	2026-09-17
